,DATE,Hour,Temperature,Load,month,year,prevmonth,prevyear,rollingLoad5,rollingLoad10,prevMonthLoad,prevYearLoad
20,2002-01-01,21,51.84,1421758.0,1,2002,0,2001,1344028.2,1296651.3,1359726.7731854839,1262730.7907534246
21,2002-01-01,22,50.96,1353192.0,1,2002,0,2001,1387722.4,1282359.7,1359726.7731854839,1262730.7907534246
22,2002-01-01,23,50.92,1243541.0,1,2002,0,2001,1381859.0,1273112.1,1359726.7731854839,1262730.7907534246
23,2002-01-01,24,50.2,1131533.0,1,2002,0,2001,1320312.8,1265733.8,1359726.7731854839,1262730.7907534246
24,2002-01-02,1,49.36,1059968.0,1,2002,0,2001,1241998.4,1259758.9,1359726.7731854839,1262730.7907534246
25,2002-01-02,2,48.72,1037745.0,1,2002,0,2001,1165195.8,1254612.0,1359726.7731854839,1262730.7907534246
26,2002-01-02,3,48.68,1040224.0,1,2002,0,2001,1102602.2,1245162.3,1359726.7731854839,1262730.7907534246
27,2002-01-02,4,49.16,1061350.0,1,2002,0,2001,1066164.0,1224011.5,1359726.7731854839,1262730.7907534246
28,2002-01-02,5,48.68,1111704.0,1,2002,0,2001,1062198.2,1191255.5,1359726.7731854839,1262730.7907534246
29,2002-01-02,6,49.4,1228713.0,1,2002,0,2001,1095947.2,1168972.8,1359726.7731854839,1262730.7907534246
30,2002-01-02,7,49.96,1372016.0,1,2002,0,2001,1162801.4,1163998.6,1359726.7731854839,1262730.7907534246
31,2002-01-02,8,51.0,1437581.0,1,2002,0,2001,1242272.8,1172437.5,1359726.7731854839,1262730.7907534246
32,2002-01-02,9,52.92,1453318.0,1,2002,0,2001,1320666.4,1193415.2,1359726.7731854839,1262730.7907534246
33,2002-01-02,10,54.48,1464511.0,1,2002,0,2001,1391227.8,1226713.0,1359726.7731854839,1262730.7907534246
34,2002-01-02,11,56.16,1461564.0,1,2002,0,2001,1437798.0,1266872.6,1359726.7731854839,1262730.7907534246
35,2002-01-02,12,56.72,1446414.0,1,2002,0,2001,1452677.6,1307739.5,1359726.7731854839,1262730.7907534246
36,2002-01-02,13,56.0,1430400.0,1,2002,0,2001,1451241.4,1346757.1,1359726.7731854839,1262730.7907534246
37,2002-01-02,14,55.84,1400935.0,1,2002,0,2001,1440764.8,1380715.6,1359726.7731854839,1262730.7907534246
38,2002-01-02,15,55.68,1348645.0,1,2002,0,2001,1417591.6,1404409.7,1359726.7731854839,1262730.7907534246
39,2002-01-02,16,55.28,1306100.0,1,2002,0,2001,1386498.8,1412148.4,1359726.7731854839,1262730.7907534246
40,2002-01-02,17,54.8,1334734.0,1,2002,0,2001,1364162.8,1408420.2,1359726.7731854839,1262730.7907534246
41,2002-01-02,18,53.72,1480547.0,1,2002,0,2001,1374192.2,1412716.8,1359726.7731854839,1262730.7907534246
42,2002-01-02,19,52.24,1627644.0,1,2002,0,2001,1419534.0,1430149.4,1359726.7731854839,1262730.7907534246
43,2002-01-02,20,51.0,1618167.0,1,2002,0,2001,1473438.4,1445515.0,1359726.7731854839,1262730.7907534246
44,2002-01-02,21,49.84,1574430.0,1,2002,0,2001,1527104.4,1456801.6,1359726.7731854839,1262730.7907534246
45,2002-01-02,22,48.4,1509438.0,1,2002,0,2001,1562045.2,1463104.0,1359726.7731854839,1262730.7907534246
46,2002-01-02,23,47.72,1418878.0,1,2002,0,2001,1549711.4,1461951.8,1359726.7731854839,1262730.7907534246
47,2002-01-02,24,47.36,1314143.0,1,2002,0,2001,1487011.2,1453272.6,1359726.7731854839,1262730.7907534246
48,2002-01-03,1,46.72,1243783.0,1,2002,0,2001,1412134.4,1442786.4,1359726.7731854839,1262730.7907534246
49,2002-01-03,2,45.88,1232629.0,1,2002,0,2001,1343774.2,1435439.3,1359726.7731854839,1262730.7907534246
50,2002-01-03,3,45.12,1253069.0,1,2002,0,2001,1292500.4,1427272.8,1359726.7731854839,1262730.7907534246
51,2002-01-03,4,44.48,1291699.0,1,2002,0,2001,1267064.6,1408388.0,1359726.7731854839,1262730.7907534246
52,2002-01-03,5,43.92,1361961.0,1,2002,0,2001,1276628.2,1381819.7,1359726.7731854839,1262730.7907534246
53,2002-01-03,6,43.28,1509614.0,1,2002,0,2001,1329794.4,1370964.4,1359726.7731854839,1262730.7907534246
54,2002-01-03,7,43.28,1699977.0,1,2002,0,2001,1423264.0,1383519.1,1359726.7731854839,1262730.7907534246
55,2002-01-03,8,43.04,1808900.0,1,2002,0,2001,1534430.2,1413465.3,1359726.7731854839,1262730.7907534246
56,2002-01-03,9,43.08,1836818.0,1,2002,0,2001,1643454.0,1455259.3,1359726.7731854839,1262730.7907534246
57,2002-01-03,10,43.68,1860145.0,1,2002,0,2001,1743090.8,1509859.5,1359726.7731854839,1262730.7907534246
58,2002-01-03,11,45.0,1854124.0,1,2002,0,2001,1811992.8,1570893.6,1359726.7731854839,1262730.7907534246
59,2002-01-03,12,46.24,1811057.0,1,2002,0,2001,1834208.8,1628736.4,1359726.7731854839,1262730.7907534246
60,2002-01-03,13,46.24,1777247.0,1,2002,0,2001,1827878.2,1681154.2,1359726.7731854839,1262730.7907534246
61,2002-01-03,14,47.08,1760297.0,1,2002,0,2001,1812574.0,1728014.0,1359726.7731854839,1262730.7907534246
62,2002-01-03,15,46.96,1754701.0,1,2002,0,2001,1791485.2,1767288.0,1359726.7731854839,1262730.7907534246
63,2002-01-03,16,47.0,1780181.0,1,2002,0,2001,1776696.6,1794344.7,1359726.7731854839,1262730.7907534246
64,2002-01-03,17,46.0,1872009.0,1,2002,0,2001,1788887.0,1811547.9,1359726.7731854839,1262730.7907534246
65,2002-01-03,18,44.6,2007456.0,1,2002,0,2001,1834928.8,1831403.5,1359726.7731854839,1262730.7907534246
66,2002-01-03,19,43.32,2196752.0,1,2002,0,2001,1922219.8,1867396.9,1359726.7731854839,1262730.7907534246
67,2002-01-03,20,42.0,2231312.0,1,2002,0,2001,2017542.0,1904513.6,1359726.7731854839,1262730.7907534246
68,2002-01-03,21,41.08,2260145.0,1,2002,0,2001,2113534.8,1945115.7,1359726.7731854839,1262730.7907534246
69,2002-01-03,22,40.12,2202390.0,1,2002,0,2001,2179611.0,1984249.0,1359726.7731854839,1262730.7907534246
70,2002-01-03,23,38.92,2106229.0,1,2002,0,2001,2199365.6,2017147.2,1359726.7731854839,1262730.7907534246
71,2002-01-03,24,38.36,2002308.0,1,2002,0,2001,2160476.8,2041348.3,1359726.7731854839,1262730.7907534246
72,2002-01-04,1,35.24,1948510.0,1,2002,0,2001,2103916.4,2060729.2,1359726.7731854839,1262730.7907534246
73,2002-01-04,2,34.44,1969377.0,1,2002,0,2001,2045762.8,2079648.8,1359726.7731854839,1262730.7907534246
74,2002-01-04,3,33.12,2012981.0,1,2002,0,2001,2007881.0,2093746.0,1359726.7731854839,1262730.7907534246
75,2002-01-04,4,32.08,2079779.0,1,2002,0,2001,2002591.0,2100978.3,1359726.7731854839,1262730.7907534246
76,2002-01-04,5,31.08,2175967.0,1,2002,0,2001,2037322.8,2098899.8,1359726.7731854839,1262730.7907534246
77,2002-01-04,6,30.64,2324188.0,1,2002,0,2001,2112458.4,2108187.4,1359726.7731854839,1262730.7907534246
78,2002-01-04,7,29.8,2449261.0,1,2002,0,2001,2208435.2,2127099.0,1359726.7731854839,1262730.7907534246
79,2002-01-04,8,29.4,2545548.0,1,2002,0,2001,2314948.6,2161414.8,1359726.7731854839,1262730.7907534246
80,2002-01-04,9,32.44,2492598.0,1,2002,0,2001,2397512.4,2200051.7,1359726.7731854839,1262730.7907534246
81,2002-01-04,10,35.84,2400051.0,1,2002,0,2001,2442329.2,2239826.0,1359726.7731854839,1262730.7907534246
82,2002-01-04,11,39.8,2215034.0,1,2002,0,2001,2420498.4,2266478.4,1359726.7731854839,1262730.7907534246
83,2002-01-04,12,42.88,1983061.0,1,2002,0,2001,2327258.4,2267846.8,1359726.7731854839,1262730.7907534246
84,2002-01-04,13,45.52,1754304.0,1,2002,0,2001,2169009.6,2241979.1,1359726.7731854839,1262730.7907534246
85,2002-01-04,14,48.0,1571357.0,1,2002,0,2001,1984761.4,2191136.9,1359726.7731854839,1262730.7907534246
86,2002-01-04,15,48.96,1435767.0,1,2002,0,2001,1791904.6,2117116.9,1359726.7731854839,1262730.7907534246
87,2002-01-04,16,49.52,1375275.0,1,2002,0,2001,1623952.8,2022225.6,1359726.7731854839,1262730.7907534246
88,2002-01-04,17,48.88,1429165.0,1,2002,0,2001,1513173.6,1920216.0,1359726.7731854839,1262730.7907534246
89,2002-01-04,18,44.8,1665978.0,1,2002,0,2001,1495508.4,1832259.0,1359726.7731854839,1262730.7907534246
90,2002-01-04,19,40.32,1998735.0,1,2002,0,2001,1580984.0,1782872.7,1359726.7731854839,1262730.7907534246
91,2002-01-04,20,37.48,2137847.0,1,2002,0,2001,1721400.0,1756652.3,1359726.7731854839,1262730.7907534246
92,2002-01-04,21,36.28,2229186.0,1,2002,0,2001,1892182.2,1758067.5,1359726.7731854839,1262730.7907534246
93,2002-01-04,22,34.28,2283298.0,1,2002,0,2001,2063008.8,1788091.2,1359726.7731854839,1262730.7907534246
94,2002-01-04,23,33.92,2281377.0,1,2002,0,2001,2186088.6,1840798.5,1359726.7731854839,1262730.7907534246
95,2002-01-04,24,34.16,2234492.0,1,2002,0,2001,2233240.0,1907112.0,1359726.7731854839,1262730.7907534246
96,2002-01-05,1,33.4,2206609.0,1,2002,0,2001,2246992.4,1984196.2,1359726.7731854839,1262730.7907534246
97,2002-01-05,2,33.08,2231348.0,1,2002,0,2001,2247424.8,2069803.5,1359726.7731854839,1262730.7907534246
98,2002-01-05,3,32.48,2268887.0,1,2002,0,2001,2244542.6,2153775.7,1359726.7731854839,1262730.7907534246
99,2002-01-05,4,32.52,2315902.0,1,2002,0,2001,2251447.6,2218768.1,1359726.7731854839,1262730.7907534246
100,2002-01-05,5,32.36,2374934.0,1,2002,0,2001,2279536.0,2256388.0,1359726.7731854839,1262730.7907534246
101,2002-01-05,6,32.2,2447119.0,1,2002,0,2001,2327638.0,2287315.2,1359726.7731854839,1262730.7907534246
102,2002-01-05,7,32.4,2454500.0,1,2002,0,2001,2372268.4,2309846.6,1359726.7731854839,1262730.7907534246
103,2002-01-05,8,33.52,2564974.0,1,2002,0,2001,2431485.8,2338014.2,1359726.7731854839,1262730.7907534246
104,2002-01-05,9,38.4,2588347.0,1,2002,0,2001,2485974.8,2368711.2,1359726.7731854839,1262730.7907534246
105,2002-01-05,10,44.32,2445946.0,1,2002,0,2001,2500177.2,2389856.6,1359726.7731854839,1262730.7907534246
106,2002-01-05,11,50.52,2118183.0,1,2002,0,2001,2434390.0,2381014.0,1359726.7731854839,1262730.7907534246
107,2002-01-05,12,54.16,1794081.0,1,2002,0,2001,2302306.2,2337287.3,1359726.7731854839,1262730.7907534246
108,2002-01-05,13,56.36,1539011.0,1,2002,0,2001,2097113.6,2264299.7,1359726.7731854839,1262730.7907534246
109,2002-01-05,14,58.48,1356704.0,1,2002,0,2001,1850785.0,2168379.9,1359726.7731854839,1262730.7907534246
110,2002-01-05,15,59.52,1240281.0,1,2002,0,2001,1609652.0,2054914.6,1359726.7731854839,1262730.7907534246
111,2002-01-05,16,59.88,1165297.0,1,2002,0,2001,1419074.8,1926732.4,1359726.7731854839,1262730.7907534246
112,2002-01-05,17,59.08,1179711.0,1,2002,0,2001,1296200.8,1799253.5,1359726.7731854839,1262730.7907534246
113,2002-01-05,18,54.96,1313806.0,1,2002,0,2001,1251159.8,1674136.7,1359726.7731854839,1262730.7907534246
114,2002-01-05,19,52.16,1500588.0,1,2002,0,2001,1279936.6,1565360.8,1359726.7731854839,1262730.7907534246
115,2002-01-05,20,50.88,1539604.0,1,2002,0,2001,1339801.2,1474726.6,1359726.7731854839,1262730.7907534246
116,2002-01-05,21,49.88,1538265.0,1,2002,0,2001,1414394.8,1416734.8,1359726.7731854839,1262730.7907534246
117,2002-01-05,22,49.32,1506227.0,1,2002,0,2001,1479698.0,1387949.4,1359726.7731854839,1262730.7907534246
118,2002-01-05,23,51.0,1432499.0,1,2002,0,2001,1503436.6,1377298.2,1359726.7731854839,1262730.7907534246
119,2002-01-05,24,51.6,1328303.0,1,2002,0,2001,1468979.6,1374458.1,1359726.7731854839,1262730.7907534246
120,2002-01-06,1,51.64,1229762.0,1,2002,0,2001,1407011.2,1373406.2,1359726.7731854839,1262730.7907534246
121,2002-01-06,2,54.0,1174651.0,1,2002,0,2001,1334288.4,1374341.6,1359726.7731854839,1262730.7907534246
122,2002-01-06,3,55.52,1138770.0,1,2002,0,2001,1260797.0,1370247.5,1359726.7731854839,1262730.7907534246
123,2002-01-06,4,56.64,1104162.0,1,2002,0,2001,1195129.6,1349283.1,1359726.7731854839,1262730.7907534246
124,2002-01-06,5,58.56,1079453.0,1,2002,0,2001,1145359.6,1307169.6,1359726.7731854839,1262730.7907534246
125,2002-01-06,6,59.32,1068708.0,1,2002,0,2001,1113148.8,1260080.0,1359726.7731854839,1262730.7907534246
126,2002-01-06,7,59.8,1085171.0,1,2002,0,2001,1095252.8,1214770.6,1359726.7731854839,1262730.7907534246
127,2002-01-06,8,59.8,1142253.0,1,2002,0,2001,1095949.4,1178373.2,1359726.7731854839,1262730.7907534246
128,2002-01-06,9,60.28,1229494.0,1,2002,0,2001,1121015.8,1158072.7,1359726.7731854839,1262730.7907534246
129,2002-01-06,10,60.36,1263747.0,1,2002,0,2001,1157874.6,1151617.1,1359726.7731854839,1262730.7907534246
130,2002-01-06,11,62.4,1212010.0,1,2002,0,2001,1186535.0,1149841.9,1359726.7731854839,1262730.7907534246
131,2002-01-06,12,63.64,1136064.0,1,2002,0,2001,1196713.6,1145983.2,1359726.7731854839,1262730.7907534246
132,2002-01-06,13,64.52,1097296.0,1,2002,0,2001,1187722.2,1141835.8,1359726.7731854839,1262730.7907534246
133,2002-01-06,14,64.84,1054309.0,1,2002,0,2001,1152685.2,1136850.5,1359726.7731854839,1262730.7907534246
134,2002-01-06,15,64.92,1023492.0,1,2002,0,2001,1104634.2,1131254.4,1359726.7731854839,1262730.7907534246
135,2002-01-06,16,64.16,1025361.0,1,2002,0,2001,1067304.4,1126919.7,1359726.7731854839,1262730.7907534246
136,2002-01-06,17,62.4,1074447.0,1,2002,0,2001,1054981.0,1125847.3,1359726.7731854839,1262730.7907534246
137,2002-01-06,18,60.36,1181899.0,1,2002,0,2001,1071901.6,1129811.9,1359726.7731854839,1262730.7907534246
138,2002-01-06,19,58.16,1327549.0,1,2002,0,2001,1126549.6,1139617.4,1359726.7731854839,1262730.7907534246
139,2002-01-06,20,56.8,1344816.0,1,2002,0,2001,1190814.4,1147724.3,1359726.7731854839,1262730.7907534246
140,2002-01-06,21,55.24,1325391.0,1,2002,0,2001,1250820.4,1159062.4,1359726.7731854839,1262730.7907534246
141,2002-01-06,22,53.96,1266657.0,1,2002,0,2001,1289262.4,1172121.7,1359726.7731854839,1262730.7907534246
142,2002-01-06,23,52.56,1178158.0,1,2002,0,2001,1288514.2,1180207.9,1359726.7731854839,1262730.7907534246
143,2002-01-06,24,51.48,1084087.0,1,2002,0,2001,1239821.8,1183185.7,1359726.7731854839,1262730.7907534246
144,2002-01-07,1,51.12,1023048.0,1,2002,0,2001,1175468.2,1183141.3,1359726.7731854839,1262730.7907534246
145,2002-01-07,2,50.04,1012136.0,1,2002,0,2001,1112817.2,1181818.8,1359726.7731854839,1262730.7907534246
146,2002-01-07,3,49.32,1027816.0,1,2002,0,2001,1065049.0,1177155.7,1359726.7731854839,1262730.7907534246
147,2002-01-07,4,48.36,1055278.0,1,2002,0,2001,1040473.0,1164493.6,1359726.7731854839,1262730.7907534246
148,2002-01-07,5,46.88,1139646.0,1,2002,0,2001,1051584.8,1145703.3,1359726.7731854839,1262730.7907534246
149,2002-01-07,6,45.72,1332646.0,1,2002,0,2001,1113504.4,1144486.3,1359726.7731854839,1262730.7907534246
150,2002-01-07,7,45.24,1600928.0,1,2002,0,2001,1231262.8,1172040.0,1359726.7731854839,1262730.7907534246
151,2002-01-07,8,44.8,1699503.0,1,2002,0,2001,1365600.2,1215324.6,1359726.7731854839,1262730.7907534246
152,2002-01-07,9,47.32,1646057.0,1,2002,0,2001,1483756.0,1262114.5,1359726.7731854839,1262730.7907534246
153,2002-01-07,10,49.68,1525405.0,1,2002,0,2001,1560907.8,1306246.3,1359726.7731854839,1262730.7907534246
154,2002-01-07,11,52.12,1442199.0,1,2002,0,2001,1582818.4,1348161.4,1359726.7731854839,1262730.7907534246
155,2002-01-07,12,53.4,1416043.0,1,2002,0,2001,1545841.4,1388552.1,1359726.7731854839,1262730.7907534246
156,2002-01-07,13,54.36,1383722.0,1,2002,0,2001,1482685.2,1424142.7,1359726.7731854839,1262730.7907534246
157,2002-01-07,14,54.28,1343702.0,1,2002,0,2001,1422214.2,1452985.1,1359726.7731854839,1262730.7907534246
158,2002-01-07,15,54.08,1340583.0,1,2002,0,2001,1385249.8,1473078.8,1359726.7731854839,1262730.7907534246
159,2002-01-07,16,53.68,1378452.0,1,2002,0,2001,1372500.4,1477659.4,1359726.7731854839,1262730.7907534246
160,2002-01-07,17,52.24,1484364.0,1,2002,0,2001,1386164.6,1466003.0,1359726.7731854839,1262730.7907534246
161,2002-01-07,18,50.08,1732290.0,1,2002,0,2001,1455878.2,1469281.7,1359726.7731854839,1262730.7907534246
162,2002-01-07,19,47.4,2000201.0,1,2002,0,2001,1587178.0,1504696.1,1359726.7731854839,1262730.7907534246
163,2002-01-07,20,45.84,2059685.0,1,2002,0,2001,1730998.4,1558124.1,1359726.7731854839,1262730.7907534246
164,2002-01-07,21,44.24,2045227.0,1,2002,0,2001,1864353.4,1618426.9,1359726.7731854839,1262730.7907534246
165,2002-01-07,22,42.56,1979832.0,1,2002,0,2001,1963447.0,1674805.8,1359726.7731854839,1262730.7907534246
166,2002-01-07,23,40.88,1857638.0,1,2002,0,2001,1988516.6,1722197.4,1359726.7731854839,1262730.7907534246
167,2002-01-07,24,40.44,1749156.0,1,2002,0,2001,1938307.6,1762742.8,1359726.7731854839,1262730.7907534246
168,2002-01-08,1,37.92,1715610.0,1,2002,0,2001,1869492.6,1800245.5,1359726.7731854839,1262730.7907534246
169,2002-01-08,2,37.28,1751294.0,1,2002,0,2001,1810706.0,1837529.7,1359726.7731854839,1262730.7907534246
170,2002-01-08,3,36.48,1820746.0,1,2002,0,2001,1778888.8,1871167.9,1359726.7731854839,1262730.7907534246
171,2002-01-08,4,35.48,1912470.0,1,2002,0,2001,1789855.2,1889185.9,1359726.7731854839,1262730.7907534246
172,2002-01-08,5,34.12,2040578.0,1,2002,0,2001,1848139.6,1893223.6,1359726.7731854839,1262730.7907534246
173,2002-01-08,6,33.24,2278927.0,1,2002,0,2001,1960803.0,1915147.8,1359726.7731854839,1262730.7907534246
174,2002-01-08,7,32.2,2563113.0,1,2002,0,2001,2123166.8,1966936.4,1359726.7731854839,1262730.7907534246
175,2002-01-08,8,32.56,2539939.0,1,2002,0,2001,2267005.4,2022947.1,1359726.7731854839,1262730.7907534246
176,2002-01-08,9,37.0,2436897.0,1,2002,0,2001,2371890.8,2080873.0,1359726.7731854839,1262730.7907534246
177,2002-01-08,10,40.92,2198213.0,1,2002,0,2001,2403417.8,2125778.7,1359726.7731854839,1262730.7907534246
178,2002-01-08,11,44.72,1931112.0,1,2002,0,2001,2333854.8,2147328.9,1359726.7731854839,1262730.7907534246
179,2002-01-08,12,46.96,1717011.0,1,2002,0,2001,2164634.4,2143900.6,1359726.7731854839,1262730.7907534246
180,2002-01-08,13,49.08,1547420.0,1,2002,0,2001,1966130.6,2116568.0,1359726.7731854839,1262730.7907534246
181,2002-01-08,14,51.2,1405947.0,1,2002,0,2001,1759940.6,2065915.7,1359726.7731854839,1262730.7907534246
182,2002-01-08,15,52.36,1313752.0,1,2002,0,2001,1583048.4,1993233.1,1359726.7731854839,1262730.7907534246
183,2002-01-08,16,52.52,1298829.0,1,2002,0,2001,1456591.8,1895223.3,1359726.7731854839,1262730.7907534246
184,2002-01-08,17,51.28,1402963.0,1,2002,0,2001,1393782.2,1779208.3,1359726.7731854839,1262730.7907534246
185,2002-01-08,18,47.32,1681690.0,1,2002,0,2001,1420636.2,1693383.4,1359726.7731854839,1262730.7907534246
186,2002-01-08,19,42.56,2036990.0,1,2002,0,2001,1546844.8,1653392.7,1359726.7731854839,1262730.7907534246
187,2002-01-08,20,40.32,2184852.0,1,2002,0,2001,1721064.8,1652056.6,1359726.7731854839,1262730.7907534246
188,2002-01-08,21,38.88,2270117.0,1,2002,0,2001,1915322.4,1685957.1,1359726.7731854839,1262730.7907534246
189,2002-01-08,22,37.04,2272113.0,1,2002,0,2001,2089152.4,1741467.3,1359726.7731854839,1262730.7907534246
190,2002-01-08,23,35.6,2195409.0,1,2002,0,2001,2191896.2,1806266.2,1359726.7731854839,1262730.7907534246
191,2002-01-08,24,35.8,2117630.0,1,2002,0,2001,2208024.2,1877434.5,1359726.7731854839,1262730.7907534246
192,2002-01-09,1,35.52,2110566.0,1,2002,0,2001,2193167.0,1957115.9,1359726.7731854839,1262730.7907534246
193,2002-01-09,2,33.52,2162937.0,1,2002,0,2001,2171731.0,2043526.7,1359726.7731854839,1262730.7907534246
194,2002-01-09,3,33.08,2230965.0,1,2002,0,2001,2163501.4,2126326.9,1359726.7731854839,1262730.7907534246
195,2002-01-09,4,32.04,2311682.0,1,2002,0,2001,2186756.0,2189326.1,1359726.7731854839,1262730.7907534246
196,2002-01-09,5,31.64,2415660.0,1,2002,0,2001,2246362.0,2227193.1,1359726.7731854839,1262730.7907534246
197,2002-01-09,6,31.48,2612251.0,1,2002,0,2001,2346699.0,2269933.0,1359726.7731854839,1262730.7907534246
198,2002-01-09,7,30.8,2753814.0,1,2002,0,2001,2464874.4,2318302.7,1359726.7731854839,1262730.7907534246
199,2002-01-09,8,31.52,2758670.0,1,2002,0,2001,2570415.4,2366958.4,1359726.7731854839,1262730.7907534246
200,2002-01-09,9,38.12,2558234.0,1,2002,0,2001,2619725.8,2403240.9,1359726.7731854839,1262730.7907534246
201,2002-01-09,10,45.32,2311710.0,1,2002,0,2001,2598935.8,2422648.9,1359726.7731854839,1262730.7907534246
202,2002-01-09,11,51.44,1904962.0,1,2002,0,2001,2457478.0,2402088.5,1359726.7731854839,1262730.7907534246
203,2002-01-09,12,54.84,1597640.0,1,2002,0,2001,2226243.2,2345558.8,1359726.7731854839,1262730.7907534246
204,2002-01-09,13,57.48,1374737.0,1,2002,0,2001,1949456.6,2259936.0,1359726.7731854839,1262730.7907534246
205,2002-01-09,14,59.24,1208446.0,1,2002,0,2001,1679499.0,2149612.4,1359726.7731854839,1262730.7907534246
206,2002-01-09,15,60.6,1100855.0,1,2002,0,2001,1437328.0,2018131.9,1359726.7731854839,1262730.7907534246
207,2002-01-09,16,60.96,1073283.0,1,2002,0,2001,1270992.2,1864235.1,1359726.7731854839,1262730.7907534246
208,2002-01-09,17,60.12,1126684.0,1,2002,0,2001,1176801.0,1701522.1,1359726.7731854839,1262730.7907534246
209,2002-01-09,18,55.8,1323257.0,1,2002,0,2001,1166505.0,1557980.8,1359726.7731854839,1262730.7907534246
210,2002-01-09,19,51.76,1599114.0,1,2002,0,2001,1244638.6,1462068.8,1359726.7731854839,1262730.7907534246
211,2002-01-09,20,49.6,1694863.0,1,2002,0,2001,1363440.2,1400384.1,1359726.7731854839,1262730.7907534246
212,2002-01-09,21,48.6,1734967.0,1,2002,0,2001,1495777.0,1383384.6,1359726.7731854839,1262730.7907534246
213,2002-01-09,22,45.88,1716726.0,1,2002,0,2001,1613785.4,1395293.2,1359726.7731854839,1262730.7907534246
214,2002-01-09,23,44.2,1630621.0,1,2002,0,2001,1675258.2,1420881.6,1359726.7731854839,1262730.7907534246
215,2002-01-09,24,43.72,1531129.0,1,2002,0,2001,1661661.2,1453149.9,1359726.7731854839,1262730.7907534246
216,2002-01-10,1,43.48,1485007.0,1,2002,0,2001,1619690.0,1491565.1,1359726.7731854839,1262730.7907534246
217,2002-01-10,2,41.44,1501558.0,1,2002,0,2001,1573008.2,1534392.6,1359726.7731854839,1262730.7907534246
218,2002-01-10,3,40.16,1543441.0,1,2002,0,2001,1538351.2,1576068.3,1359726.7731854839,1262730.7907534246
219,2002-01-10,4,40.0,1597884.0,1,2002,0,2001,1531803.8,1603531.0,1359726.7731854839,1262730.7907534246
220,2002-01-10,5,39.16,1684665.0,1,2002,0,2001,1562511.0,1612086.1,1359726.7731854839,1262730.7907534246
221,2002-01-10,6,39.04,1878816.0,1,2002,0,2001,1641272.8,1630481.4,1359726.7731854839,1262730.7907534246
222,2002-01-10,7,38.48,2155825.0,1,2002,0,2001,1772126.2,1672567.2,1359726.7731854839,1262730.7907534246
223,2002-01-10,8,39.32,2192188.0,1,2002,0,2001,1901875.6,1720113.4,1359726.7731854839,1262730.7907534246
224,2002-01-10,9,47.72,1993821.0,1,2002,0,2001,1981063.0,1756433.4,1359726.7731854839,1262730.7907534246
225,2002-01-10,10,55.44,1664232.0,1,2002,0,2001,1976976.4,1769743.7,1359726.7731854839,1262730.7907534246
226,2002-01-10,11,61.84,1377462.0,1,2002,0,2001,1876705.6,1758989.2,1359726.7731854839,1262730.7907534246
